Company Name,Industry,City,Address,Website,Phone,Email,Email Status,CEO/Owner Name,Status,Source
Ramonet,Hospitality / Cafe,Johannesburg,Johannesburg,,,,,,New,OpenStreetMap
Royal Park Hotel,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Maxime Hotel,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Pino's Italian Coffee,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Holiday Inn,Hospitality / Hotel,Johannesburg,Oxford Road Johannesburg,,+27 112186000,,,,New,OpenStreetMap
Court Hotel,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Hotel Constantia,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Builders Express,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Once in Joburg,Hospitality / Hotel,Johannesburg,90 De Korte Street Johannesburg,http://onceinjoburg.co.za,+27 10 599 0259,reservations@once.travel,Found on listing,,New,OpenStreetMap
Audi Johannesburg,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Tudhope Loge Hotel,Hospitality / Hotel,Johannesburg,,,+27 11480153,,,,New,OpenStreetMap
Vistaero Furnished Apartments,Hospitality / Hotel,Johannesburg,,,+27 116434954,,,,New,OpenStreetMap
Essop's Furnishers,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Cafe Bugatti,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Photocats,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Chubby Cheeks,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Dulce,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Jack's Paint,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Furniture City,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Cheeky Rooms,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Rochestor,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Mega Couch & Matress,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Ascot,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Dial-A-Bed,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
Skymark Electronics,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Boost Juice,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Stoneridge,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Vets Mart,Veterinary,Johannesburg,,,,,,,New,OpenStreetMap
Cuppicinos,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Baliombs,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
En Style,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
House of Coffees,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Freedom Furnishers,Furniture / Retail,Johannesburg,,,,,,,New,OpenStreetMap
PG Glass,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Sure Security,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Thule,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Cash Converters,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Medicare 14th Ave Pharmacy,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
The Cinnebon,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
L'Corro Pharmacy,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Volkswagen,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Handy Hardware,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Volting Electrical,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Midas,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Eat Bistro,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Caffe Espresso,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
Succulent,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
My Brezel,Hospitality / Cafe,Johannesburg,,,,,,,New,OpenStreetMap
BestDrive,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Supa Quick,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Builders Warehouse Strubens Valley,Retail / Hardware,Johannesburg,Jim Fouche Road,https://www.builders.co.za/,+27 10 003 4300,info@builders.co.za,Guessed - Verify,,New,OpenStreetMap
Woodmead Pharmacy,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Dr. Lino Cericola,Dental,Johannesburg,,,,,,,New,OpenStreetMap
Corlett City,Veterinary,Johannesburg,,,,,,,New,OpenStreetMap
Travellinck International,General Business,Johannesburg,,http://www.travellinck.com/,,info@travellinck.com,Guessed - Verify,,New,OpenStreetMap
Tlamo Auto Mechanic,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Fourways Auto,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Renault,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Suzuki Rivonia,Automotive,Johannesburg,,https://www.suzukirivonia.co.za/,+27 11 234 7118,admin1@suzukirivonia.co.za,Found on listing,,New,OpenStreetMap
Good Health,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Seattle Coffee,Hospitality / Cafe,Johannesburg,,https://www.seattlecoffeecompany.co.za/,,info@seattleco.com,Found on listing,,New,OpenStreetMap
Top Gear,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
On Tap,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Wilgeheuwel,Medical / Pharmacy,Johannesburg,,,,,,,New,OpenStreetMap
Juka's,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Car Service City,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Lock Warehouse,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Timber City,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Security Zone,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Bez Mega Motors,Automotive,Johannesburg,6 Van Riebeeck Avenue Alberton,,+27 119074151,,,,New,OpenStreetMap
"Solms Training, Consulting & Development",General Business,Johannesburg,113 Barry Hertzog Avenue,https://www.solms.co.za/,,enquiries@solmstc.com,Found on site,,New,OpenStreetMap
Holiday Inn Express,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Rocha's Paint & Building Supplies,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
One John 5 Four Lodge,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Melville Manor,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Supa Quix,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Cargo Motors,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Audi,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Genesis Hospitality,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Sabre Motors,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Hyundai,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
"Judah Africa, Clinic",Medical / Clinic,Johannesburg,,,,,,,New,OpenStreetMap
Ssang Yong,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Glassfit,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Phoenix Motors,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Speedy's,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Striata SA HO,IT / Tech,Johannesburg,158 Jan Smuts Avenue Johannesburg,,,,,,New,OpenStreetMap
Fashion Design School - LISOF,Education,Johannesburg,,,,,,,New,OpenStreetMap
Radisson Blu Gautrain,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Radisson Blu Sandton,Hospitality / Hotel,Johannesburg,Daisy Street Johannesburg,,+27 11 245 8000,,,,New,OpenStreetMap
Mitzubishi Power Africa Ltd.,General Business,Johannesburg,Woodlands Drive,,,,,,New,OpenStreetMap
Akweja B&B Accommodation,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Akweja B&B Guest House,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Idwala,Hospitality / Guest House,Johannesburg,13 Garrick Road Darrenwood,https://www.idwala.com/,+27 11 888 1437,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,Found on site,,New,OpenStreetMap
Protea Hotel Fire & Ice! Melrose Arch,Hospitality / Hotel,Johannesburg,22 Whiteley Road Gauteng,http://www.proteahotels.com/protea-hotel-fire-ice-melrose-arch.html,+27 11 218 4000,explorer@proteahotels.com,Found on site,,New,OpenStreetMap
Bandit Signs,Marketing / Advertising,Johannesburg,,,,,,,New,OpenStreetMap
Incredible Connection,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Hi-Fi Coorperation,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Andy''s office,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Ae's office,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Liliesleaf Historical Guest House,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
CAE Mining Africa,General Business,Johannesburg,9 Fricker Road,,,,,,New,OpenStreetMap
Health Worx Cresta,Medical / Clinic,Johannesburg,"Weltevreden Road Cresta, Randburg",,+27 11 731 1000,,,,New,OpenStreetMap
Daytona Group,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Rolls-Royce Motor Cars Sandton,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
African Pride Melrose Arch,Hospitality / Hotel,Johannesburg,1 Melrose Square,,,,,,New,OpenStreetMap
City Lodge Morningside,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Road Lodge - Johannesburg Airport,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Road Lodge - Isando,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
Lyndhurst Auto,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Renault Melrose,Automotive,Johannesburg,65 Corlett Drive Johannesburg,https://renaultmelrose.co.za,+27100452682,info@renaultmelrose.co.za,Guessed - Verify,,New,OpenStreetMap
Wilro park service centre,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
e News Channel Africa,General Business,Johannesburg,5 Summit Road,https://www.enca.com/,+27 83 1 222,info@enca.com,Found on site,,New,OpenStreetMap
Karter Margub & Associates cc,Architecture,Johannesburg,52 Queens Road Bryanston,https://www.the-architect.co.za/,,info@the-architect.co.za,Guessed - Verify,,New,OpenStreetMap
HP Johannesburg Office,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Torque-IT Johannesburg Office,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Garden Court Sandton CIty,Hospitality / Hotel,Johannesburg,Maude Street Sandton,https://www.southernsun.com/garden-court-sandton-city?utm_source=openstreetmaps&utm_medium=businesslisting&utm_campaign=hotel_garden-court-sandton-city,+27 11 269 7000,gcsandtoncity.reservations@southernsun.com,Found on listing,,New,OpenStreetMap
Ashwood Autosprint,Automotive / Repair,Johannesburg,32 5th Street,,,,,,New,OpenStreetMap
Argility,General Business,Johannesburg,34 Melrose Boulevard Johannesburg,,,,,,New,OpenStreetMap
Strathavon Bed and Breakfast,Hospitality / Hotel,Johannesburg,34 Dion Close,,+27114444205,,,,New,OpenStreetMap
Sandton Executive Suites - Hydro Park,Hospitality / Hotel,Johannesburg,86 Grayston Drive Sandton,,+27117840777,,,,New,OpenStreetMap
Fairland's Scout Hall,Medical / Clinic,Johannesburg,,,,,,,New,OpenStreetMap
Berario Clinic,Medical / Clinic,Johannesburg,"Dolores Avenue Randburg, Johannesburg",,+27 11 476 5642,,,,New,OpenStreetMap
Gallo Manor Country Lodge,Hospitality / Guest House,Johannesburg,23 Canterbury Crescent Johannesburg,https://www.gallomanorlodge.co.za/,+27116561061,info@gallomanorlodge.co.za,Guessed - Verify,,New,OpenStreetMap
Jukskei Park Veterinary Clinic,Veterinary,Johannesburg,,,,,,,New,OpenStreetMap
Waterford Land Rover,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Suburbian Lodge,Hospitality / Guest House,Johannesburg,17 Klip Street,,,,,,New,OpenStreetMap
Silica Financial Administration,General Business,Johannesburg,128 Peter Road,,,,,,New,OpenStreetMap
Samsung Electronics,General Business,Johannesburg,2929 Winnie Mandela Drive Bryanston,,,,,,New,OpenStreetMap
Southern Mapping Company,General Business,Johannesburg,39 Kingfisher Drive Johannesburg,http://www.southernmapping.com/,+2711 467 2609,info@southernmapping.com,Guessed - Verify,,New,OpenStreetMap
Witkoppen Health and Welfare Centre,Medical / Clinic,Johannesburg,105 Winnie Mandela Drive Johannesburg,http://www.witkoppen.org,,TSWBookings@witkoppen.co.za,Found on site,,New,OpenStreetMap
H3i Squared Trading CC,IT / Tech,Johannesburg,84 1st Avenue Edenvale,,,,,,New,OpenStreetMap
KIlulu Lodge,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
OPEN Collaborative Space,General Business,Johannesburg,20 Kruger Street,https://www.open.co.za/maboneng.html,,info@open.co.za,Guessed - Verify,,New,OpenStreetMap
Hofbro Auto Body CC,Automotive / Repair,Johannesburg,37 Bosman Road Johannesburg,,,,,,New,OpenStreetMap
Cosoft Midrand,General Business,Johannesburg,94 Bekker Street Midrand,,,,,,New,OpenStreetMap
Brown Sugar Backpackers,Hospitality / Hotel,Johannesburg,,https://brownsugarbackpackers.com/,,info@brownsugarbackpackers.com,Found on site,,New,OpenStreetMap
Park Inn Sandton,Hospitality / Hotel,Johannesburg,118 Katherine Street Johannesburg,https://www.parkinn.com/hotel-sandton,+27113031000,info@parkinn.com,Guessed - Verify,,New,OpenStreetMap
Volkswagen Group South Africa,Automotive,Johannesburg,129 Patricia Road Sandton,https://www.vw.co.za/en.html,+27 41 994 5615,f@faisalman.com,Found on site,,New,OpenStreetMap
Amanzi Guest House,Hospitality / Guest House,Johannesburg,64 Rutland Avenue,,,,,,New,OpenStreetMap
TechDynamics (Pty) Ltd,IT / Tech,Johannesburg,,,,,,,New,OpenStreetMap
Digital Data System (Pty) Ltd,General Business,Johannesburg,Arbeid Avenue Strijdom Park,,,,,,New,OpenStreetMap
The Residence Houghton,Hospitality / Hotel,Johannesburg,17 4th Avenue,https://theresidence.co.za/,+27 11 853 2480,info@theresidence.co.za,Found on listing,,New,OpenStreetMap
AtholPlace Hotel,Hospitality / Hotel,Johannesburg,90 Pretoria Avenue Johannesburg,https://atholplace.co.za/,+27116154303,reservations@morukuru.com,Found on listing,,New,OpenStreetMap
Abbey Road Guest House,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Glenhove Conference,Hospitality / Hotel,Johannesburg,,,,,,,New,OpenStreetMap
The Maple Village Guest Lodge,Hospitality / Guest House,Johannesburg,22 Ferdinand Avenue,,+27116095204,,,,New,OpenStreetMap
DEKRA,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Randpark Ridge Specialist Veterinary Clinic,Veterinary,Johannesburg,,,,,,,New,OpenStreetMap
Ginnegaap Guest House,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Boston Consulting Group,General Business,Johannesburg,"4 Sandown Valley Crescent Sandton, Johannesburg",https://www.bcg.com/about/offices/johannesburg.aspx,+27112451600,info@bcg.com,Guessed - Verify,,New,OpenStreetMap
Huang Attorneys Inc,Legal,Johannesburg,154 Cumberland Road,https://www.huang.co.za/,+27 116159997,albert@huang.co.za,Found on listing,,New,OpenStreetMap
Nissan,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Bain & Company,General Business,Johannesburg,10 The High Street Johannesburg,https://www.bain.com/offices/africa/en_us/index.aspx,+27110129100,BainAfrica.Marketing@Bain.com,Found on site,,New,OpenStreetMap
Herman Nel Cars,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Modern Charm For Gourmets,Hospitality / Guest House,Johannesburg,113 1st Avenue,https://www.airbnb.com/rooms/8098655,+27834420044,steve@brimelow.org,Found on listing,,New,OpenStreetMap
MVC Marketing,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Nthateng's B&B,Hospitality / Guest House,Johannesburg,6991 Inhlwathi Street,,,,,,New,OpenStreetMap
Mercedes-Benz Rosebank,Automotive,Johannesburg,158 Hood Avenue,https://www.mercedes-benzsa.co.za/,+27112522300,info@mercedes-benzsa.co.za,Guessed - Verify,,New,OpenStreetMap
Pieter Huis,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Boxman - Moving Boxes,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Builders Superstore,Retail / Hardware,Johannesburg,,https://www.builders.co.za/,,info@builders.co.za,Guessed - Verify,,New,OpenStreetMap
Bayport Financial Services,General Business,Johannesburg,23A 10th Avenue,https://www.bayportsa.com/,+27 872874000,clientcare@bayport.co.za,Found on site,,New,OpenStreetMap
Timosha,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Honda Motor Southern Africa,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Colgate Palmolive,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Premier FMCG,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Attacq,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Johannesburg Welfare Vetinary Hospital,Veterinary,Johannesburg,,,,,,,New,OpenStreetMap
Lebea & Associates Attorneys,Legal,Johannesburg,,,,,,,New,OpenStreetMap
East Lodge,Hospitality / Guest House,Johannesburg,9 Drake Avenue,,,,,,New,OpenStreetMap
TEE College,Education,Johannesburg,,,,,,,New,OpenStreetMap
edutouch,General Business,Johannesburg,320 Rivonia Boulevard Sandton,,,,,,New,OpenStreetMap
Samsung,General Business,Johannesburg,320 Rivonia Boulevard Sandton,,,,,,New,OpenStreetMap
Gold Reef City Theme Park - Clinic,Medical / Clinic,Johannesburg,"14 Shaft Avenue, Ormonde",,+27 11 248 6843,,,,New,OpenStreetMap
Rawson,Real Estate,Johannesburg,,,,,,,New,OpenStreetMap
Security Express,Construction / Electrical,Johannesburg,,,,,,,New,OpenStreetMap
Empire State Software Development,IT / Tech,Johannesburg,77 Commissioner Street,,,,,,New,OpenStreetMap
Rod's Auto Centre,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Bushill Fitment Centre,Automotive / Repair,Johannesburg,,,,,,,New,OpenStreetMap
Plumblink,Construction / Plumbing,Johannesburg,,,,,,,New,OpenStreetMap
Atlantic Lighting,Retail / Electronics,Johannesburg,34 Booysens Road Johannesburg,,,,,,New,OpenStreetMap
Alpha Electrical,Retail / Electronics,Johannesburg,41 Garland Street Johannesburg,,,,,,New,OpenStreetMap
I-Lite,Retail / Electronics,Johannesburg,31 Caithness Street Johannesburg,,,,,,New,OpenStreetMap
Freeway Autobody,Automotive / Repair,Johannesburg,Turf Road Johanesburg,,,,,,New,OpenStreetMap
Solomon Holmes,Legal,Johannesburg,Jan Smuts Avenue Johannesburg,,,,,,New,OpenStreetMap
Bio-Art Saxonworld,Medical / Clinic,Johannesburg,Englewold Road,,,,,,New,OpenStreetMap
Hogan Lovells,Legal,Johannesburg,140 West Street Sandton,https://www.hoganlovells.com,,BDOperations@hoganlovells.com,Found on site,,New,OpenStreetMap
HHK Earthing & Lightning Protection Systems,General Business,Johannesburg,Ethel Avenue,,+27 114766917,info@hhk.co.za,Found on listing,,New,OpenStreetMap
Cay and Jono,Hospitality / Guest House,Johannesburg,,,,,,,New,OpenStreetMap
Innovative Eventz,General Business,Johannesburg,7 Vasseur Road Edenvale,https://innovativeeventz.co.za/,+27 72 290 9549,info@innovativeeventz.co.za,Found on listing,,New,OpenStreetMap
Masav Group,General Business,Johannesburg,173 Kelvin Drive Sandton,https://masavgroup.co.za,+27 11 656 0809,info@masavgroup.co.za,Found on listing,,New,OpenStreetMap
Ares Protection,General Business,Johannesburg,173 Kelvin Drive Sandton,https://aresprotection.co.za,+27 86 100 2737,info@aresprotection.co.za,Found on listing,,New,OpenStreetMap
Nyama & Chips,General Business,Johannesburg,173 Kelvin Drive Sandton,https://www.nyamaandchips.co.za,+27 11 656 0809,info@nyamaandchips.co.za,Found on listing,,New,OpenStreetMap
Elite Resourcing,General Business,Johannesburg,173 Kelvin Drive Sandton,https://www.eliteresourcing.co.za,+27 11 656 0809,info@eliteresourcing.co.za,Guessed - Verify,,New,OpenStreetMap
Syvest Properties,General Business,Johannesburg,173 Kelvin Drive Sandton,https://www.syvest.co.za,+27 11 656 0809,info@syvest.co.za,Found on listing,,New,OpenStreetMap
Afrihost Walk-in Centre,General Business,Johannesburg,376 Rivonia Boulevard North Close Johannesburg,,,,,,New,OpenStreetMap
Florida Medical Centre,Dental,Johannesburg,Goldman Street,,,,,,New,OpenStreetMap
The Rand Dental Suites,Dental,Johannesburg,,,,,,,New,OpenStreetMap
The Sentinel Clinic,Medical / Clinic,Johannesburg,Twist Street,,,,,,New,OpenStreetMap
High Point Dental Clinic,Dental,Johannesburg,Claim Street,,+27 117919013,,,,New,OpenStreetMap
Myclinic,Medical / Clinic,Johannesburg,De Beer Street Johannesburg,,+27 11 980 6121,,,,New,OpenStreetMap
Dentist,Dental,Johannesburg,Lilian Ngoyi Street,,,,,,New,OpenStreetMap
Dam School of Policing,Education,Johannesburg,De Korte Street,,,,,,New,OpenStreetMap
Bellair Medical And Dental Center,Medical / Clinic,Johannesburg,"84 Bellairs Drive Glenvista, Johannesburg",,+27 11 432 6979,,,,New,OpenStreetMap
Muldersdrift Animal Clinic,Veterinary,Johannesburg,Beyers Naudé Drive Muldersdrift,,+27 11 795 2025,muld_vet@mweb.co.za,Found on listing,,New,OpenStreetMap
Chiropractic Clinic,Medical / Clinic,Johannesburg,"18 Sneeuberg Street The Glens, Johannesburg",,+27 11 432 4005,,,,New,OpenStreetMap
Dental Practice,Dental,Johannesburg,"18 Sneeuberg Street The Glens, Johannesburg",,+27 11 682 3205,,,,New,OpenStreetMap
Dr. Filipovski Dental Surgeon,Dental,Johannesburg,7th Avenue,,+27 112682142,,,,New,OpenStreetMap
Bromhof Vetinary Clinic,Veterinary,Johannesburg,,,,,,,New,OpenStreetMap
Nissan Northcliff,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Jubella Cottage,Hospitality / Guest House,Johannesburg,77 Catherine Road,,+27 73 477 5961,,,,New,OpenStreetMap
Chase Software,General Business,Johannesburg,10 Morris Street West Rivonia,,,,,,New,OpenStreetMap
Kathea Communications (Pty) Ltd,General Business,Johannesburg,45 Wessels Road Rivonia,,,,,,New,OpenStreetMap
Vega School,Education,Johannesburg,,https://www.vegaschool.com/,,info@vegaschool.com,Guessed - Verify,,New,OpenStreetMap
Clientele,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Cashbuild Hardware Store,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Masakhane Clinic,Medical / Clinic,Johannesburg,,,,,,,New,OpenStreetMap
Shanty Clinic,Medical / Clinic,Johannesburg,,,,,,,New,OpenStreetMap
Ford Dealership,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
DIY Hardware,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
IDC,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Old Mutual Offices,General Business,Johannesburg,107 Rivonia Road,https://www.oldmutual.co.za/,+27112171000,info@oldmutual.co.za,Guessed - Verify,,New,OpenStreetMap
Werkmans Attorneys,Legal,Johannesburg,96 Rivonia Road,,+27115358000,,,,New,OpenStreetMap
Eastbank Clinic,Medical / Clinic,Johannesburg,,,,,,,New,OpenStreetMap
DIY Store,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Builders Warehouse,Retail / Hardware,Johannesburg,,,,,,,New,OpenStreetMap
Hatfield VW Rivonia,Automotive,Johannesburg,337 Rivonia Boulevard,https://vwrivonia.hatfieldgroup.co.za/,+27 87 235 7886,info@vwrivonia.hatfieldgroup.co.za,Guessed - Verify,,New,OpenStreetMap
Greyhound Bus Line,General Business,Johannesburg,40 Lepus Road,,,,,,New,OpenStreetMap
Mega Coach Bus Line,General Business,Johannesburg,40 Lepus Road,,,,,,New,OpenStreetMap
Umjantshi House (Prasa),General Business,Johannesburg,,,,,,,New,OpenStreetMap
VW,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Mercedes Benz Dealership,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
South West Gauteng College(Dube Campus),Education,Johannesburg,Mncube Drive,,,,,,New,OpenStreetMap
iStore,Retail / Electronics,Johannesburg,,,,,,,New,OpenStreetMap
Nissan Bruma,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Industrial Development Corporation,General Business,Johannesburg,,,,,,,New,OpenStreetMap
Cummins,General Business,Johannesburg,Johannesburg,https://africa.cummins.com/locations/south-africa/power-hub,+27 11 451 3400,info@africa.cummins.com,Guessed - Verify,,New,OpenStreetMap
McKinsey & Company,General Business,Johannesburg,140 West Street Sandton,https://www.mckinsey.com/za,+27115068000,info@mckinsey.com,Guessed - Verify,,New,OpenStreetMap
The Wendy House - Melville,Hospitality / Guest House,Johannesburg,113 1st Avenue,https://www.airbnb.com/rooms/35674144,,info@airbnb.com,Guessed - Verify,,New,OpenStreetMap
Mponeng Promotion and Distribution,General Business,Johannesburg,89 Cable Street,,+27728815606,namaneg@gmail.com,Found on listing,,New,OpenStreetMap
Shain Properties,Real Estate,Johannesburg,121 Boundary Lane Parkmore,https://shainproperties.co.za/,+27 82 6043501,michael@shainproperties.co.za,Found on listing,,New,OpenStreetMap
Kia,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Peugeot,Automotive,Johannesburg,,,,,,,New,OpenStreetMap
Absa,General Business,Johannesburg,15 Alice Lane,https://cib.absa.africa/,,Rsc.corpprc@absa.co.za,Found on site,,New,OpenStreetMap
33 on First,Hospitality / Guest House,Johannesburg,33 1st Avenue Johannesburg,https://www.33onfirst.co.za,+27 11 726 7172,info@33onfirst.co.za,Found on listing,,New,OpenStreetMap
Imperial Toyota Parktown,Automotive,Johannesburg,67 Empire Road Johannesburg,https://www.imperialtoyota.co.za/vehicle/dealer/imperial-toyota-parktown,+27 11 276 0600,info@imperialtoyota.co.za,Guessed - Verify,,New,OpenStreetMap
Mandela Mining Precinct,General Business,Johannesburg,1 Carlow Road Johannesburg,https://simine.co/mandela-mining-precinct/,,info@simine.co,Guessed - Verify,,New,OpenStreetMap
WM Digital Solutions,General Business,Johannesburg,40 Wild Pear Crescent Dowerglen ext 3,https://www.wmds.co.za/,,info@wmds.co.za,Guessed - Verify,,New,OpenStreetMap
Blue Pencil Creative,General Business,Johannesburg,2 Venus Street Johannesburg,https://bluepencilcreative.co.za/,,info@bluepencilcreative.co.za,Guessed - Verify,,New,OpenStreetMap
Bayport,Real Estate,Johannesburg,,,,,,,New,OpenStreetMap
Men's Health Clinics,Medical / Clinic,Johannesburg,132 Fox Street,https://menshealthclinics.co.za,+27818231313,info@menshealthclinics.co.za,Found on site,,New,OpenStreetMap
OPH Head Office,Real Estate,Johannesburg,,,,,,,New,OpenStreetMap
Surgery,Medical / Clinic,Johannesburg,Lilian Ngoyi Street Johannesburg,,,,,,New,OpenStreetMap
Nsikelelo,Real Estate,Johannesburg,1222 Maputo Street,,+27 10 224 0666,info@nsikelelo.co.zw,Found on listing,,New,OpenStreetMap
Mantech,Retail / Electronics,Johannesburg,32 Rosettenville Road,,,,,,New,OpenStreetMap
